Predict,Round,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
1,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4
0.000128563,0,0,2,3,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
0.999998927,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
0.999998689,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
0.999999523,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4
0.999999881,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
0.999997973,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
1.39E-06,0,0,2,0,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
1,1,1,2,0,9,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4
1,1,1,5,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,4,1
2.00E-05,0,0,2,2,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
0.999992013,1,1,5,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
0.999990821,1,1,5,2,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
0.999996424,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4
0.999997258,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
1,1,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
0.999998212,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
0.999999881,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0
2.19E-06,0,0,5,2,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6
0.999995112,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,0
1,1,1,5,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4
0.999999762,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
0.999789774,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
0.999755323,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
0.001321263,0,0,5,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0
2.39E-07,0,0,2,3,0,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6
1,1,1,2,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
0.999705374,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1
1,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
0.999999762,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
0.999996781,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
0.999953628,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
1,1,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
1,1,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
0.999986649,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
0.999781549,1,1,2,2,0,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,1
0.999125421,1,1,2,2,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
0.999999881,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
1.29E-07,0,0,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0
0.000220818,0,0,5,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0
0.99999845,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1
0.999999881,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
0.999999285,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
5.48E-08,0,0,2,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
0.999966741,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
0.999999881,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
1,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
0.999999404,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
0.999571979,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
0.999997735,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
0.999999404,1,1,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,4,0
1,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
0.999999642,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
0.999999523,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
0.999993205,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
1,1,1,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
0.999999881,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
0.999999881,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
0.999881744,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
0.999998689,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
1,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
0.999946594,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
0.999999285,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
1,1,1,5,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
1.05E-05,0,0,2,3,0,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
0.999997497,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1
0.999998927,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
0.999985218,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0
0.99989152,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4
0.999999523,1,1,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0
0.999999046,1,1,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1
4.05E-06,0,0,2,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1
4.75E-07,0,0,2,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
0.999886751,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
0.999894857,1,1,2,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5
0.999999881,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
0.999988437,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0
0.00332477,0,0,2,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
1,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
2.43E-05,0,0,2,3,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4
0.999992251,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4
0.999999762,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
0.999999404,1,1,5,2,8,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5
3.11E-05,0,0,2,3,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
3.22E-05,0,0,5,3,7,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
0.999999881,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4
0.999971509,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4
1,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
0.999999881,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
0.999999285,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4
5.67E-06,0,0,2,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6
0.999716938,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0
1,1,1,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
0.999999404,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
1,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
0.999999642,1,1,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4
0.999999523,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
1,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
0.999998331,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
0.999909401,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
0.999999881,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
0.999999523,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
0.000109021,0,0,2,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
0.999587595,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
1,1,1,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1
1,1,1,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4
1,1,1,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
0.999998689,1,1,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,2,3,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0
1,1,1,2,2,0,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,5
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
0.999997616,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
0.998667955,1,1,2,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1
0.999999762,1,1,2,2,0,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
1,1,1,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
0.999839187,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4
0.999983311,1,1,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
0.999999762,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
0.999999881,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4
0.001329671,0,0,2,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
4.44E-06,0,0,2,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0
0.999996781,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
0.999999166,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
1,1,1,5,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
0.999851942,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
1,1,1,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
1,1,1,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
0.999986768,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
1,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
3.90E-05,0,0,2,3,4,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0
0.999999642,1,1,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
1.10E-07,0,0,2,0,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
1,1,1,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0
1,1,1,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4
0.999999881,1,1,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
1,1,1,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
0.999985695,1,1,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
0.999905825,1,1,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0
1,1,1,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
1,1,1,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
1,1,1,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0
1,1,1,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
0.999945641,1,1,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
